word,count,문의유형
원소가,1,코드1
케이스인지,1,코드1
몇몇,1,코드1
읽어보았습니다,1,코드1
께서는,1,코드1
캡쳐본도,1,코드1
프로그램이,4,코드1
명이고,1,코드1
점수가,4,코드1
터치하는,1,코드1
최적해야할,1,코드1
에는,1,코드1
홀수인,1,코드1
format을,1,코드1
npfull,1,코드1
파일,1,코드1
연결을,1,코드1
나왔다고,2,코드1
경우에서,4,코드1
모음집,1,코드1
IP주소가,1,코드1
문제에,18,코드1
인가요,3,코드1
화면의,1,코드1
maximum,17,코드1
예외,7,코드1
수를,8,코드1
stdinreadline,1,코드1
함수는,3,코드1
문제내에,1,코드1
보게,2,코드1
복사붙여넣기하면서,1,코드1
얻고,1,코드1
외에는,1,코드1
처리한,1,코드1
정상작동은,1,코드1
알려주실,2,코드1
요새,1,코드1
전에,2,코드1
뜨는데요,2,코드1
선언했다고,1,코드1
지우고,1,코드1
로직을,1,코드1
반환했습니다,1,코드1
몰라,2,코드1
distance,2,코드1
EA,5,코드1
정수임을,1,코드1
개선해야할까요,1,코드1
루프가,1,코드1
명만,1,코드1
방식자체가,1,코드1
올라가게,1,코드1
논리로,1,코드1
안되었나,1,코드1
입력란에,1,코드1
RG,1,코드1
두가지를,1,코드1
않으셔서,1,코드1
나오는데,26,코드1
할려면,1,코드1
파일과,1,코드1
import와,1,코드1
아무문제가,1,코드1
사용,9,코드1
지우면,1,코드1
하단코드,1,코드1
학습자료실에,1,코드1
울타리를,1,코드1
합은,2,코드1
maybe,3,코드1
입력안함,1,코드1
copy,6,코드1
나와서,8,코드1
f검색한,1,코드1
복사,4,코드1
문의주신,1,코드1
누군지,1,코드1
banana,3,코드1
문젠지,1,코드1
reshape에서,1,코드1
방식을,5,코드1
얻을,7,코드1
위처럼,2,코드1
겠지만요ㅎ,1,코드1
중간에,4,코드1
돌고,1,코드1
모르겠어요,7,코드1
같네요,1,코드1
있었다는,1,코드1
가능하고,1,코드1
ndepth,1,코드1
나오는건가요,1,코드1
연속한,2,코드1
가지가,2,코드1
insert,5,코드1
print에,1,코드1
식을,2,코드1
조사,1,코드1
impossible이,1,코드1
타일에,1,코드1
익숙하지가,1,코드1
마스터스,7,코드1
학생,6,코드1
보내오는,1,코드1
인식한다는,1,코드1
차원이,1,코드1
고객이,3,코드1
거절하기로,1,코드1
동일한데,1,코드1
관해,3,코드1
부분을,25,코드1
예시입니다,1,코드1
절댓값의,1,코드1
애초에,3,코드1
b값,1,코드1
예제들을,2,코드1
st,3,코드1
gappend,3,코드1
종료됩니다,1,코드1
같은데,19,코드1
아래에서,1,코드1
뜨던데,1,코드1
같아요,1,코드1
넣어도,3,코드1
실행시,2,코드1
시에,1,코드1
다른것처럼,1,코드1
중복해서,1,코드1
되어서,2,코드1
바탕화면에,1,코드1
연습문제,2,코드1
공부했을,1,코드1
방향에,1,코드1
생겼습니다,1,코드1
집합,5,코드1
할지도,2,코드1
메소드를,1,코드1
변경해도,1,코드1
심민수,1,코드1
떠서요,2,코드1
문제도,2,코드1
가영이의,2,코드1
거리를,1,코드1
앞자리,2,코드1
INPUT,2,코드1
뭔지,4,코드1
빈칸,1,코드1
센터입니다,1,코드1
받았다면,1,코드1
주셨는데,1,코드1
되있는지,1,코드1
intsysstdinreadline,11,코드1
IP,11,코드1
Yes로,1,코드1
rd,1,코드1
생각해서,2,코드1
소수임,2,코드1
틀리고,1,코드1
퍼센트를,1,코드1
star,1,코드1
PPPPPSSS,1,코드1
내용이,4,코드1
하다가,2,코드1
추가적으로,4,코드1
것보다,1,코드1
제로칼로리로,1,코드1
부정적으로,1,코드1
성공할,2,코드1
하단에,1,코드1
접근한,1,코드1
해야하는지,4,코드1
X를,1,코드1
g에,3,코드1
생략은,1,코드1
설명해주실,3,코드1
중심의,1,코드1
되도록,2,코드1
공통된,1,코드1
인덱스보다,1,코드1
주어진다고,1,코드1
elif,99,코드1
코딩마스터스,15,코드1
점점,1,코드1
코드상,1,코드1
콘웨이의,1,코드1
sys,56,코드1
YES가,2,코드1
들려,1,코드1
차이점에,1,코드1
답변에,5,코드1
콘서트,1,코드1
종료,2,코드1
공백의,1,코드1
종료합니다,2,코드1
있었습니다,5,코드1
번까지가,1,코드1
참고해야,1,코드1
예제로,1,코드1
받아,6,코드1
붙치지,1,코드1
쪽수,1,코드1
함수를,11,코드1
확실히,1,코드1
하나를,1,코드1
동적계획법으로,1,코드1
상에서,1,코드1
발생한다고,1,코드1
넣은,1,코드1
에러가,17,코드1
어려워,1,코드1
blue,4,코드1
전준혁입니다,2,코드1
형태가,4,코드1
value를,1,코드1
바꿔주셨는데,1,코드1
에러라는,1,코드1
걸까요,12,코드1
순으로,2,코드1
a문자열,1,코드1
구현해서,1,코드1
print는,1,코드1
키는,1,코드1
sub함수를,1,코드1
있다,2,코드1
ae,1,코드1
다르거나,1,코드1
봤습니다,1,코드1
pass가,4,코드1
경우에는,5,코드1
싫어하기,1,코드1
그런건지,2,코드1
차를,1,코드1
번호를,2,코드1
웬만한,1,코드1
가정을,1,코드1
일반,4,코드1
번까지,2,코드1
출력하지,2,코드1
f검색결과,1,코드1
맞춰야,1,코드1
아래는,6,코드1
에이블러들과,1,코드1
신청해서,1,코드1
맞춘,1,코드1
완료한,1,코드1
Answer,1,코드1
a는,3,코드1
네모칸을,1,코드1
상황입니다,3,코드1
이유가,20,코드1
바꿔,1,코드1
관련,9,코드1
알리즘을,1,코드1
무한,5,코드1
말인지,1,코드1
작성코드는,2,코드1
일차,1,코드1
간단한,2,코드1
나와있어서,1,코드1
가운데로,1,코드1
작성하겠지만,1,코드1
만들고싶은데,1,코드1
iYear을,1,코드1
프로덕트를,1,코드1
seqN,9,코드1
카드,1,코드1
알겠으나,1,코드1
연산자인,1,코드1
명령,1,코드1
위해서,2,코드1
번호판,1,코드1
가지,14,코드1
retrundm로,1,코드1
채점하였는데,1,코드1
subinsert,3,코드1
개가,14,코드1
관광지,1,코드1
활용방법도,1,코드1
상대,2,코드1
배우고,1,코드1
End,2,코드1
선언하지,2,코드1
나와있는데,1,코드1
변을,1,코드1
채우고자,1,코드1
해야하나요,2,코드1
번이랑,1,코드1
어느,11,코드1
메세지,6,코드1
normalize,2,코드1
여기까지는,1,코드1
세대에,2,코드1
구문의,2,코드1
맨앞에,1,코드1
지나가시듯이,1,코드1
Case,1,코드1
나열하는,1,코드1
open,1,코드1
fhttp,2,코드1
보시는,1,코드1
두려,1,코드1
제거하는,2,코드1
참이라고,1,코드1
HELP,1,코드1
이런경우에,1,코드1
정렬이,1,코드1
쓰이나요,1,코드1
수와,2,코드1
강우동을,1,코드1
막힙니다,1,코드1
하신건,1,코드1
지우에게,1,코드1
출력하도록,5,코드1
문제라서,1,코드1
return으로,1,코드1
궁금해,1,코드1
소수와,2,코드1
solution,15,코드1
상황,1,코드1
반원인,1,코드1
갖도록,1,코드1
체스의,1,코드1
while문이기,1,코드1
가치가,1,코드1
혹여나,1,코드1
구분하는,1,코드1
shift,1,코드1
member를,1,코드1
값들을,1,코드1
최솟값,1,코드1
아까,4,코드1
보아,2,코드1
하나씩을,1,코드1
형으로,1,코드1
건너뛰고,1,코드1
남정현입니다,2,코드1
예외의,1,코드1
알려주시면,6,코드1
말씀해주세요,1,코드1
npzeros,1,코드1
listremove,1,코드1
안은,1,코드1
복도가,1,코드1
역순을,3,코드1
한데,2,코드1
같은데요,1,코드1
제가,86,코드1
정해지는,1,코드1
붙치는,1,코드1
방안을,1,코드1
카운팅하였습니다,1,코드1
풀어야,3,코드1
개만,5,코드1
개념은,1,코드1
입출력에,2,코드1
사진입니다,1,코드1
바랍니다,2,코드1
그것,1,코드1
관련하여,13,코드1
찾아주시길,1,코드1
발생합니다,4,코드1
따지면,1,코드1
조건이,8,코드1
가지고,3,코드1
한문제를,1,코드1
답안을,1,코드1
check,20,코드1
눌렀을,2,코드1
결과로는,1,코드1
않았으면,1,코드1
이해해도,1,코드1
반대이고,1,코드1
피로하기,1,코드1
줄바꿈할까요,1,코드1
짧아진,1,코드1
아예,2,코드1
찾지,4,코드1
전체에서,1,코드1
arrindex,2,코드1
lista에서,3,코드1
크기,5,코드1
넣나요,1,코드1
시험에서,3,코드1
문의에서,1,코드1
break을,1,코드1
큰따옴표공백,1,코드1
lista로,1,코드1
메소드들이,1,코드1
CASE,3,코드1
depopleft,1,코드1
돌렸으나,1,코드1
k가,2,코드1
맞는건지,2,코드1
방법도,4,코드1
numbers,3,코드1
차이만큼을,1,코드1
맞나요,7,코드1
되지않나요,1,코드1
세로,4,코드1
break,66,코드1
o라는,1,코드1
커피를,3,코드1
하드코딩을했습니다,1,코드1
str를,1,코드1
aappend,7,코드1
끝나지,1,코드1
차원은,2,코드1
최고점에서,1,코드1
이라면,2,코드1
size,2,코드1
옷걸이,1,코드1
원소를,5,코드1
요소를,3,코드1
출력되고,4,코드1
구문마다,1,코드1
말뚝을,3,코드1
파이썬의,1,코드1
재귀가,1,코드1
일지매야,1,코드1
되는건지,1,코드1
커야,1,코드1
long,3,코드1
radius,6,코드1
불필요한,1,코드1
sappend,2,코드1
이차원,1,코드1
특징을,1,코드1
나눠보면,1,코드1
튜터님,20,코드1
해석을,1,코드1
틀리다고,2,코드1
들어맞는,1,코드1
고릅니다,1,코드1
고려해야,1,코드1
지우고자,1,코드1
나더라구요원래,1,코드1
떠올릴,1,코드1
다음에를,1,코드1
드리고자,1,코드1
떴는데,1,코드1
Jupyter,2,코드1
아이디어를,1,코드1
형변환이,1,코드1
이라,3,코드1
안좋은,1,코드1
리스트입니다,1,코드1
N개의,4,코드1
좋을까요,2,코드1
break만,1,코드1
들어가는,1,코드1
혼자,1,코드1
시도해,1,코드1
정렬,2,코드1
문항에,1,코드1
도출해냈습니다,1,코드1
지난번에,1,코드1
포함되는,2,코드1
판매,2,코드1
기대,1,코드1
안에서만,1,코드1
짜는,1,코드1
만드려했으나,1,코드1
먄약에,1,코드1
명령하면,1,코드1
N이,5,코드1
case분류에서,1,코드1
남기게,1,코드1
통과되지,1,코드1
반복문,5,코드1
empty,1,코드1
velogio,2,코드1
홀수도,1,코드1
못하는,6,코드1
영문인지,1,코드1
변경하지,1,코드1
차원,16,코드1
데에,1,코드1
동일한,1,코드1
possible,5,코드1
점이,15,코드1
보지,1,코드1
sl,2,코드1
now,2,코드1
numscount,1,코드1
않아도,1,코드1
중복된,1,코드1
BFS,3,코드1
파란색,3,코드1
차원에서의,2,코드1
mathceil,2,코드1
바꾸라고,1,코드1
while문에서는,1,코드1
true인,1,코드1
assign,1,코드1
선택할,1,코드1
부끄럽지만,1,코드1
맨처음에,1,코드1
아마,3,코드1
반복횟수를,1,코드1
했을때,1,코드1
resultappend,2,코드1
VEC,1,코드1
편하게,2,코드1
copyright,2,코드1
몸에,1,코드1
한번에,1,코드1
이상이라고,1,코드1
상태에서,2,코드1
알수,1,코드1
ABA와,1,코드1
설명되어,1,코드1
백준,1,코드1
잘못된지,1,코드1
곱하고,1,코드1
맞는지,4,코드1
출력값,12,코드1
질문이,9,코드1
불가능합니다,1,코드1
축과,1,코드1
지문에는,2,코드1
case에서,3,코드1
형식을,2,코드1
종료되었습니다,1,코드1
가로로,1,코드1
메소드는,2,코드1
변수에,4,코드1
검은,2,코드1
pageNo를,1,코드1
문항입니다,1,코드1
나눠,1,코드1
txtr,1,코드1
질문드려,1,코드1
집계할,1,코드1
b인,1,코드1
구글링의,1,코드1
조건은,1,코드1
나눠떨어지는,1,코드1
예시가,5,코드1
효과적이지,1,코드1
형식,2,코드1
a값,1,코드1
정도로만,1,코드1
코딩으로,3,코드1
대해서,9,코드1
dappend,1,코드1
커트라인으로,1,코드1
N개,1,코드1
홀수입니다,2,코드1
채점을,3,코드1
진행한,2,코드1
numpy배열에서,1,코드1
부분에,7,코드1
다만,2,코드1
만들고,5,코드1
하나라도,2,코드1
누른후,3,코드1
아무리봐도,1,코드1
my,30,코드1
y자취를,1,코드1
누른,1,코드1
두어야,1,코드1
질문인데요,1,코드1
아닐지,1,코드1
문제인,1,코드1
행렬로,2,코드1
모르겠어서,7,코드1
mid,4,코드1
합을,3,코드1
육지가,2,코드1
합해질,1,코드1
생성됩니다,1,코드1
넣어보았지만,1,코드1
헷갈려요,2,코드1
문자열을,1,코드1
맞췄는데,1,코드1
number의,1,코드1
사이의,2,코드1
success,4,코드1
scoreitems,3,코드1
같으면,3,코드1
시작도,1,코드1
홍길동과,1,코드1
논의를,1,코드1
sghsort,1,코드1
아니며,1,코드1
numsappend,1,코드1
해결할,1,코드1
commandpy,2,코드1
failed라고,2,코드1
문젠가요,1,코드1
사용한다고,3,코드1
cd,4,코드1
비교해서,2,코드1
받고,5,코드1
출력할까요,2,코드1
인터프리터를,1,코드1
점수의,8,코드1
쏟았는데,1,코드1
이상한,1,코드1
nm,16,코드1
발생할,1,코드1
검토해,1,코드1
재귀를,3,코드1
PPPPPSSSSS,1,코드1
곱한,2,코드1
길다면,1,코드1
X가,2,코드1
힌트,7,코드1
담은,2,코드1
이름을,1,코드1
점이나,1,코드1
생각하는지,1,코드1
코딩에서,3,코드1
의미,1,코드1
팁으로,1,코드1
원하는,4,코드1
케이스의,1,코드1
고려해,2,코드1
있어,13,코드1
sol,11,코드1
또는,4,코드1
comptile,1,코드1
그만,2,코드1
방법은,5,코드1
다시해보다가,1,코드1
반지름보다,1,코드1
가로의,1,코드1
openapi,2,코드1
print같은,1,코드1
문제에선,1,코드1
string,1,코드1
추가적인,2,코드1
된다는,1,코드1
TypeError,5,코드1
최대값,1,코드1
반환하면,2,코드1
입력하게,1,코드1
생각으로,1,코드1
뒤죽박죽인,1,코드1
메소드가,2,코드1
LRF문자열은,1,코드1
뭐가문제일까요,1,코드1
확인하고,2,코드1
d를,1,코드1
테스트,25,코드1
제시한,1,코드1
locappend,1,코드1
뜹니다,28,코드1
질문드렸을,1,코드1
제거,4,코드1
오는,2,코드1
첫째,2,코드1
listpop,1,코드1
element,1,코드1
줄로,5,코드1
남았구나,1,코드1
옳은,5,코드1
짰는데,5,코드1
AAB,2,코드1
텍스트파일을,1,코드1
텍스트로,1,코드1
예를들어,3,코드1
없음으로,1,코드1
넘긴다는,1,코드1
마지막을,1,코드1
이외에,1,코드1
바다는,2,코드1
큰따옴표,2,코드1
봐주시면,2,코드1
이해하고,2,코드1
지금까지,2,코드1
자리에서,2,코드1
수정해야,2,코드1
error이,1,코드1
교안,1,코드1
사용하는건가요,1,코드1
최솟값이,1,코드1
짰고,1,코드1
index,14,코드1
상반됩니다,1,코드1
순위가,1,코드1
strip,11,코드1
반환되는,1,코드1
맨마지막,1,코드1
않고,9,코드1
타일,4,코드1
왜그런걸까요,2,코드1
lambda,5,코드1
민겸이가,4,코드1
경우만,1,코드1
실수로,1,코드1
이여서,1,코드1
통해서,3,코드1
충족,1,코드1
dateweekday,1,코드1
첨부하겠습니다,3,코드1
빈칸과,1,코드1
dataexcokr,2,코드1
설명에서,2,코드1
남았는지,1,코드1
None으로,1,코드1
작성,4,코드1
y에,1,코드1
N이라는,1,코드1
어려운,3,코드1
timedelta,1,코드1
푼건지,2,코드1
열과,1,코드1
강사님이,2,코드1
점인,2,코드1
일이,1,코드1
짰습니다,2,코드1
제공이,2,코드1
했음에도,1,코드1
썼는데도,1,코드1
해석해도,1,코드1
않았다고,1,코드1
가격으로,1,코드1
뜨며,1,코드1
사람,3,코드1
문제가,42,코드1
되므로,2,코드1
items,2,코드1
때까지,1,코드1
역시나,1,코드1
출력하는게,1,코드1
느려지나요,1,코드1
홀수일,1,코드1
BB,2,코드1
abinsert,1,코드1
import,89,코드1
오질,1,코드1
c명,1,코드1
만약에,3,코드1
못풀고있습니다,1,코드1
중복되는데,1,코드1
a처럼,1,코드1
이어서,3,코드1
여행,2,코드1
목록,1,코드1
찾는것만,1,코드1
실패를,2,코드1
허용하는지,1,코드1
while문에,1,코드1
경우와,1,코드1
b를,2,코드1
입력하는,4,코드1
필수적인,1,코드1
responseisnumeric,1,코드1
틀리지,1,코드1
숙제로,3,코드1
추가하는데,1,코드1
형태였고,1,코드1
바가,1,코드1
거친다면,1,코드1
A는,1,코드1
여유분이,1,코드1
tmpappend,2,코드1
json,10,코드1
푸는건가요,1,코드1
packages,2,코드1
입력이,6,코드1
일부를,1,코드1
수도사용량을,2,코드1
아기수,2,코드1
갯수보다,1,코드1
res,14,코드1
이면,8,코드1
print문이,1,코드1
해제되었습니다,1,코드1
강사님께서는,1,코드1
데이터가,1,코드1
지목을,1,코드1
받은,10,코드1
자동,2,코드1
문자로,3,코드1
아메리카노,2,코드1
n값,1,코드1
이걸,2,코드1
key,23,코드1
입력해보며,1,코드1
xappend,4,코드1
때에는,3,코드1
기준으로,6,코드1
입력값은,2,코드1
생각했을,1,코드1
가능한지,2,코드1
버튼을,5,코드1
오늘부터,2,코드1
정답,1,코드1
lt,113,코드1
지정한,1,코드1
ansappend,7,코드1
바꾸려면,1,코드1
생성하고,1,코드1
JAVA,1,코드1
nodegraphvisited,1,코드1
부등호가,2,코드1
타임아웃이,3,코드1
바꿔주시고,1,코드1
조건에,6,코드1
정다각형,2,코드1
File,3,코드1
dic,4,코드1
통과하지,2,코드1
그림상,1,코드1
맞는건가요,2,코드1
걸쳐서,1,코드1
else를,1,코드1
피죤투의,1,코드1
번호,5,코드1
사이트,1,코드1
바꾸면,2,코드1
나와있지만,1,코드1
출력을,7,코드1
시간에,1,코드1
제시되어있는,1,코드1
지정된,1,코드1
가서,1,코드1
잘못되었다는,1,코드1
튜터링,1,코드1
사용량을,2,코드1
할때는,1,코드1
형태의,3,코드1
들어놓았는데,1,코드1
pay,11,코드1
방식은,1,코드1
자바와,1,코드1
ROKA,1,코드1
빠져,1,코드1
잘못된건가요,1,코드1
graphivisited,1,코드1
to,3,코드1
keyend,1,코드1
드렸더니,1,코드1
